<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,240703,180000,125.6,126.29,125.53,126.29,6074330
GAZP,60,240703,190000,126.28,126.29,124.14,124.4,12139360
GAZP,60,240703,200000,124.4,125.49,124.18,125.31,4822920
GAZP,60,240703,210000,125.3,125.3,124.56,124.68,2597570
GAZP,60,240703,220000,124.68,125.15,124.61,124.8,2164320
GAZP,60,240703,230000,124.8,125.12,124.8,124.96,1461300
GAZP,60,240704,100000,125.01,125.9,123.76,124.65,14726150
GAZP,60,240704,110000,124.65,126.8,124.52,125.83,12432670
GAZP,60,240704,120000,125.83,125.97,124.84,125.4,4899890
GAZP,60,240704,130000,125.4,125.6,124.05,124.56,5612910
GAZP,60,240704,140000,124.56,125.07,124.1,124.58,3690140
GAZP,60,240704,150000,124.58,124.84,124.37,124.42,1968200
GAZP,60,240704,160000,124.43,124.65,122.3,122.76,16172820
GAZP,60,240704,170000,122.76,123.25,122.1,122.86,8877110
GAZP,60,240704,180000,122.86,123.11,122.43,122.61,3880990
GAZP,60,240704,190000,122.61,123.12,122.23,122.83,3045130
GAZP,60,240704,200000,122.85,122.95,122.41,122.47,1296080
GAZP,60,240704,210000,122.48,122.74,122.41,122.61,862020
GAZP,60,240704,220000,122.61,122.81,122.5,122.55,965320
GAZP,60,240704,230000,122.59,122.63,121.7,122.17,2422370
GAZP,60,240705,100000,122.03,123.74,121.2,123.3,22290340
GAZP,60,240705,110000,123.3,123.88,121.77,123.85,13685850
GAZP,60,240705,120000,123.84,125.29,123.4,125,15418010
GAZP,60,240705,130000,125,126.75,124.52,125.93,26440280
GAZP,60,240705,140000,125.94,126.48,124.76,124.95,8877060
GAZP,60,240705,150000,124.95,125.89,124.52,125.56,8794750
GAZP,60,240705,160000,125.57,125.83,125,125.71,5620670
GAZP,60,240705,170000,125.72,126.09,125.16,125.95,4759570
GAZP,60,240705,180000,125.94,126.5,125.87,126.43,6369160
GAZP,60,240705,190000,126.44,126.68,126.1,126.2,2516940
GAZP,60,240705,200000,126.2,126.5,126.02,126.41,1982550
GAZP,60,240705,210000,126.4,126.75,126.24,126.74,1804450
GAZP,60,240705,220000,126.74,127,126.44,126.7,4094450
GAZP,60,240705,230000,126.7,126.74,126.41,126.74,1906650
GAZP,60,240708,100000,127.5,128.84,126.76,128.33,22514460
GAZP,60,240708,110000,128.34,128.41,127.44,127.66,7833120
GAZP,60,240708,120000,127.66,127.66,125.32,125.9,13970260
GAZP,60,240708,130000,125.89,126.52,125.36,126,7358040
GAZP,60,240708,140000,126,126.33,125.6,126.1,4071800
GAZP,60,240708,150000,126.11,126.59,125.82,125.95,4109030
GAZP,60,240708,160000,125.96,128.3,125.25,127.92,8787980
GAZP,60,240708,170000,127.92,128.4,126.5,127.52,12046030
GAZP,60,240708,180000,127.53,127.69,126.8,127.26,3235630
GAZP,60,240708,190000,127.26,127.47,127.04,127.1,994260
GAZP,60,240708,200000,127.1,127.1,126.65,127.06,1029390
GAZP,60,240708,210000,127.02,127.46,126.9,127.03,845310
GAZP,60,240708,220000,127.02,127.6,127,127.57,793440
GAZP,60,240708,230000,127.57,127.98,127.29,127.74,1926400
GAZP,60,240709,100000,127.99,128.97,126.95,127.83,15792470
GAZP,60,240709,110000,127.82,128.1,127,127.3,6334960
GAZP,60,240709,120000,127.29,128.13,127.1,127.56,4149290
GAZP,60,240709,130000,127.55,128.41,127.3,128.21,4478740
GAZP,60,240709,140000,128.21,128.78,127.57,127.63,5493410
GAZP,60,240709,150000,127.64,127.77,125.8,126.54,15353090
GAZP,60,240709,160000,126.54,126.62,125.5,126.5,6236250
GAZP,60,240709,170000,126.5,126.5,125.61,125.9,3257220
GAZP,60,240709,180000,125.9,125.93,123.57,124,15484950
GAZP,60,240709,190000,124.17,124.5,123.21,124.41,5907710
GAZP,60,240709,200000,124.44,124.76,124.21,124.34,1687770
GAZP,60,240709,210000,124.34,124.38,123.41,123.68,2718180
GAZP,60,240709,220000,123.66,124.06,123.46,123.57,1412860
GAZP,60,240709,230000,123.57,124.05,123.15,124.05,2068330
GAZP,60,240710,100000,124,124.7,122.4,123.2,17469750
GAZP,60,240710,110000,123.2,123.75,122.92,123.54,5278130
GAZP,60,240710,120000,123.54,125,123.49,123.79,9176830
GAZP,60,240710,130000,123.8,124.72,123.1,123.58,4256400
GAZP,60,240710,140000,123.57,123.65,122.6,122.94,3497480
GAZP,60,240710,150000,122.95,123.28,121.62,121.92,9200490
GAZP,60,240710,160000,121.91,122.44,120.05,120.27,13941070
GAZP,60,240710,170000,120.3,120.85,119,119.25,12626640
GAZP,60,240710,180000,119.25,119.86,118.53,119.43,9716180
GAZP,60,240710,190000,119.75,120.2,118.83,119.41,4324870
GAZP,60,240710,200000,119.42,119.83,118.78,119,2452230
GAZP,60,240710,210000,119,119.34,118.82,118.94,1596240
GAZP,60,240710,220000,118.95,119.29,118.2,118.4,2754710
GAZP,60,240710,230000,118.4,118.46,117.75,117.81,3310970
GAZP,60,240711,100000,117.61,121.4,117.6,120.69,19105580
GAZP,60,240711,110000,120.68,121.69,119.61,119.73,10674880
GAZP,60,240711,120000,119.73,121.55,119.5,121.28,6295340
GAZP,60,240711,130000,121.27,121.5,120.39,121.12,3782340
GAZP,60,240711,140000,121.12,122.2,121.03,121.97,8184170
GAZP,60,240711,150000,121.96,122.29,120.16,120.64,7665800
GAZP,60,240711,160000,120.63,121.2,120.52,120.55,3153830
GAZP,60,240711,170000,120.55,122.7,120.52,121.43,4730720
GAZP,60,240711,180000,121.43,121.9,121.04,121.04,2092090
GAZP,60,240711,190000,121.06,122.24,121.06,122.11,2265950
GAZP,60,240711,200000,122.12,122.17,121.7,121.96,1309410
GAZP,60,240711,210000,121.96,122.17,121.76,122.08,1163780
GAZP,60,240711,220000,122.08,122.08,121.74,121.87,688140
GAZP,60,240711,230000,121.86,121.91,121.39,121.75,967490
GAZP,60,240712,100000,121.9,122.47,120.66,120.9,7018560
GAZP,60,240712,110000,120.9,120.9,119.85,120.47,6599740
GAZP,60,240712,120000,120.47,121.87,119.75,119.9,5951970
GAZP,60,240712,130000,119.9,120.53,119.8,120.31,4149590
GAZP,60,240712,140000,120.31,120.38,119.16,119.28,3833590
GAZP,60,240712,150000,119.28,119.28,118.23,119.17,6469490
GAZP,60,240712,160000,119.17,120.36,118.6,120.17,6002110
GAZP,60,240712,170000,120.18,120.28,119.32,119.49,2084330
GAZP,60,240712,180000,119.49,119.78,119.04,119.4,1336990
GAZP,60,240712,190000,119.25,119.42,118.74,118.83,1324700
GAZP,60,240712,200000,118.82,119.07,118.53,118.98,1313910
GAZP,60,240712,210000,118.98,119.48,118.85,119.1,721240
GAZP,60,240712,220000,119.1,119.47,119.02,119.43,438690
GAZP,60,240712,230000,119.43,119.77,119.2,119.65,949130
GAZP,60,240715,100000,120,120.77,118.57,119.14,9461070
GAZP,60,240715,110000,119.14,120.99,119,120.05,6670800
GAZP,60,240715,120000,120.05,120.4,118.8,120.19,3806670
GAZP,60,240715,130000,120.19,120.61,119.84,120.35,1662260
GAZP,60,240715,140000,120.36,120.82,119.84,120.02,3020720
GAZP,60,240715,150000,120.02,120.1,119.5,120.05,2324040
GAZP,60,240715,160000,120.06,120.49,119.79,119.79,2309620
GAZP,60,240715,170000,119.79,119.87,119,119.11,3764670
GAZP,60,240715,180000,119.11,119.6,118.67,118.74,3187310
GAZP,60,240715,190000,118.7,119.26,118.52,119.04,1929650
GAZP,60,240715,200000,119.03,119.46,119,119.32,509540
GAZP,60,240715,210000,119.32,119.44,119.05,119.28,473010
GAZP,60,240715,220000,119.28,119.28,118.73,118.97,745720
GAZP,60,240715,230000,118.96,119.3,118.73,119.28,631770
GAZP,60,240716,100000,119.28,120.65,118.7,120.07,10132700
GAZP,60,240716,110000,120.07,120.76,118.61,119.05,9430140
GAZP,60,240716,120000,119.06,120.11,118.9,119.54,4498560
GAZP,60,240716,130000,119.53,120.27,119,119.73,3070370
GAZP,60,240716,140000,119.76,120.02,119.4,120.01,2224640
GAZP,60,240716,150000,120,120.45,119.7,119.78,2759730
GAZP,60,240716,160000,119.78,120.39,119.5,120.37,4068510
GAZP,60,240716,170000,120.38,124.98,119.85,124.8,13486430
GAZP,60,240716,180000,124.8,126.01,123.44,123.87,30013160
GAZP,60,240716,190000,123.87,124,123.1,123.37,6913040
GAZP,60,240716,200000,123.37,124.27,123.37,124.09,2263600
GAZP,60,240716,210000,124.08,124.18,123.63,124.06,1538170
GAZP,60,240716,220000,124.08,124.45,124.03,124.26,1314550
GAZP,60,240716,230000,124.31,124.75,124.2,124.74,1929580
GAZP,60,240717,100000,125.12,125.38,123.21,123.8,8875610
GAZP,60,240717,110000,123.8,125.75,123.8,125,9824060
GAZP,60,240717,120000,125,126.38,125,125.51,7375370
GAZP,60,240717,130000,125.52,125.9,125,125.21,4395720
GAZP,60,240717,140000,125.24,125.77,124.6,125.33,4795900
GAZP,60,240717,150000,125.34,125.88,125.14,125.62,2147110
GAZP,60,240717,160000,125.63,126.64,125.5,126.39,7635520
GAZP,60,240717,170000,126.39,126.83,126.1,126.22,6740000
GAZP,60,240717,180000,126.22,126.23,125.3,125.36,5970740
GAZP,60,240717,190000,125.43,125.73,125.23,125.42,1746020
GAZP,60,240717,200000,125.41,125.41,124.29,124.47,4672560
GAZP,60,240717,210000,124.46,124.99,124.46,124.85,1106450
GAZP,60,240717,220000,124.85,125,124.51,124.6,746910
GAZP,60,240717,230000,124.59,124.68,124.23,124.46,1188710
GAZP,60,240718,100000,124.46,125.56,123.38,124.83,10118080
GAZP,60,240718,110000,124.84,125.2,124.26,125.03,4268140
GAZP,60,240718,120000,125.03,126.3,125,126.01,6485560
GAZP,60,240718,130000,126.01,126.5,125.74,125.84,5015950
GAZP,60,240718,140000,125.85,126.22,125.51,126.04,3203210
GAZP,60,240718,150000,126.04,126.24,125.1,125.98,4534720
GAZP,60,240718,160000,125.97,126.6,125.95,126.27,4205230
GAZP,60,240718,170000,126.32,129,126.32,128.67,21771330
GAZP,60,240718,180000,128.67,129.65,128.2,128.73,11569500
GAZP,60,240718,190000,128.72,129.43,128.41,128.99,5971960
GAZP,60,240718,200000,129,129.24,128.6,129.23,2924600
GAZP,60,240718,210000,129.22,129.55,128.83,128.93,4753170
GAZP,60,240718,220000,128.92,129.4,128.87,129.36,1915210
GAZP,60,240718,230000,129.36,129.85,129.36,129.81,3029420
GAZP,60,240719,100000,130.12,131.17,129.24,129.85,17285560
GAZP,60,240719,110000,129.86,130.06,128.79,128.85,7944770
GAZP,60,240719,120000,128.85,130.4,128.84,130.03,6009150
GAZP,60,240719,130000,130.03,131.45,129.64,131.05,10567890
GAZP,60,240719,140000,131.09,131.66,130.23,131.21,7011730
GAZP,60,240719,150000,131.2,131.75,130.68,131.72,8787580
GAZP,60,240719,160000,131.71,132.47,131.29,131.61,12569670
GAZP,60,240719,170000,131.61,131.9,130.82,131.09,5030890
GAZP,60,240719,180000,131.09,131.38,130.31,130.82,4128310
GAZP,60,240719,190000,130.8,130.82,129.82,130.09,4324660
GAZP,60,240719,200000,130.09,130.25,129.28,129.9,3697080
GAZP,60,240719,210000,129.91,130.22,129.75,130.07,964640
GAZP,60,240719,220000,130.07,131.3,130.02,131.08,2975580
GAZP,60,240719,230000,131.13,131.29,130.71,130.88,1518460
GAZP,60,240722,100000,131.95,132.81,131.36,131.78,15065650
GAZP,60,240722,110000,131.79,132.28,131.21,132.04,6151580
GAZP,60,240722,120000,132.04,132.1,131.41,131.66,3264910
GAZP,60,240722,130000,131.65,131.68,131.02,131.28,3376500
GAZP,60,240722,140000,131.28,132.17,131.25,131.91,3342990
GAZP,60,240722,150000,131.91,131.91,131.2,131.43,2356820
GAZP,60,240722,160000,131.42,131.55,130.28,131.14,9156260
GAZP,60,240722,170000,131.14,131.4,130.61,131.27,3381130
GAZP,60,240722,180000,131.28,131.66,131.27,131.27,2376830
GAZP,60,240722,190000,131.27,131.56,131.22,131.56,934930
GAZP,60,240722,200000,131.58,131.97,131.38,131.5,1793150
GAZP,60,240722,210000,131.5,131.69,131.4,131.62,684850
GAZP,60,240722,220000,131.63,131.63,131.38,131.39,439400
GAZP,60,240722,230000,131.39,131.66,131.39,131.61,719470
GAZP,60,240723,100000,131.7,131.71,130.76,131.06,4409450
GAZP,60,240723,110000,131.08,131.25,130,130.62,6028460
GAZP,60,240723,120000,130.63,130.64,129.57,130.12,5478210
GAZP,60,240723,130000,130.1,130.59,130.01,130.56,2533370
GAZP,60,240723,140000,130.56,130.95,129.9,130.04,4154640
GAZP,60,240723,150000,130.03,130.33,129.75,130.14,1354870
GAZP,60,240723,160000,130.14,131.14,130.14,130.77,3462590
GAZP,60,240723,170000,130.73,133.63,130.7,133.07,14021670
GAZP,60,240723,180000,133.04,134,132.8,133.77,8882480
GAZP,60,240723,190000,133.77,133.77,133.23,133.34,3937060
GAZP,60,240723,200000,133.34,134.4,133.32,134.33,6012030
GAZP,60,240723,210000,134.33,134.59,134,134.13,4030290
GAZP,60,240723,220000,134.13,135,134.11,134.21,2784410
GAZP,60,240723,230000,134.2,134.21,133.76,134.07,2060640
GAZP,60,240724,100000,134.09,136.84,133.42,136.73,18988570
GAZP,60,240724,110000,136.71,136.88,135.88,136.34,11179350
GAZP,60,240724,120000,136.33,136.5,135.85,136.27,6771730
GAZP,60,240724,130000,136.26,136.4,135.91,136.16,2879520
GAZP,60,240724,140000,136.18,136.7,136.16,136.64,3998180
GAZP,60,240724,150000,136.64,137.28,136.26,136.43,6534200
GAZP,60,240724,160000,136.44,137.1,136.31,137.07,3398040
GAZP,60,240724,170000,137.05,137.13,136.73,136.98,3030730
GAZP,60,240724,180000,137,137.14,136.71,136.71,2794390
GAZP,60,240724,190000,136.71,137,136.49,136.59,1745120
GAZP,60,240724,200000,136.6,136.94,136.59,136.77,755890
GAZP,60,240724,210000,136.73,136.82,136.65,136.79,657850
GAZP,60,240724,220000,136.79,136.79,136.56,136.62,647160
GAZP,60,240724,230000,136.6,136.79,136.58,136.73,664540
GAZP,60,240725,100000,136.75,137.14,135.87,136.37,10064390
GAZP,60,240725,110000,136.35,136.7,134.87,134.99,8776010
GAZP,60,240725,120000,134.99,136.08,134.88,135.6,6009110
GAZP,60,240725,130000,135.61,136.46,135.3,136.34,2595270
GAZP,60,240725,140000,136.38,136.43,135.63,135.97,2277200
GAZP,60,240725,150000,135.96,135.96,135.5,135.6,1491460
GAZP,60,240725,160000,135.6,135.8,135.42,135.65,1320260
GAZP,60,240725,170000,135.66,136.48,135.62,136.31,2346050
GAZP,60,240725,180000,136.31,136.49,135.79,135.87,2113540
GAZP,60,240725,190000,135.87,135.93,135.62,135.68,788410
GAZP,60,240725,200000,135.68,135.86,135.52,135.7,599060
GAZP,60,240725,210000,135.7,135.8,135.52,135.61,539950
GAZP,60,240725,220000,135.61,135.66,135.11,135.38,1382520
GAZP,60,240725,230000,135.33,135.37,135.07,135.1,680690
GAZP,60,240726,100000,135.1,136.68,134.54,135.91,7470130
GAZP,60,240726,110000,135.9,136.5,135.9,136.08,2918520
GAZP,60,240726,120000,136.08,136.45,135.98,136.27,1615280
GAZP,60,240726,130000,136.28,136.47,133.27,134.68,17643290
GAZP,60,240726,140000,134.66,134.66,132.86,133.78,13505950
GAZP,60,240726,150000,133.76,133.92,132.59,133.72,11241950
GAZP,60,240726,160000,133.72,134.99,133.4,134.72,5308210
GAZP,60,240726,170000,134.72,135.98,134.71,135.29,10149230
GAZP,60,240726,180000,135.28,135.61,134.55,134.55,5233050
GAZP,60,240726,190000,134.56,135,134.33,134.66,1868120
GAZP,60,240726,200000,134.66,134.78,134,134.02,1352000
GAZP,60,240726,210000,134.02,134.56,133.72,134.05,1785470
GAZP,60,240726,220000,134.05,134.7,134.03,134.49,831820
GAZP,60,240726,230000,134.48,135.02,134.35,135,1186560
GAZP,60,240729,100000,134.49,134.77,133.23,133.96,7815820
GAZP,60,240729,110000,133.96,134.06,131.23,131.38,11765040
GAZP,60,240729,120000,131.39,131.57,130.12,131.56,13228150
GAZP,60,240729,130000,131.56,131.56,130.5,130.96,4819570
GAZP,60,240729,140000,130.94,132.06,130.8,131.83,4028550
GAZP,60,240729,150000,131.83,132.47,131.41,132.46,4195490
GAZP,60,240729,160000,132.46,132.92,132.12,132.81,3716620
GAZP,60,240729,170000,132.81,132.83,131.2,131.6,4645230
GAZP,60,240729,180000,131.6,131.71,130.51,130.53,4420340
GAZP,60,240729,190000,130.56,131.5,130.54,131.32,1604480
GAZP,60,240729,200000,131.29,131.47,130.8,131.43,1066520
GAZP,60,240729,210000,131.41,131.41,130.65,130.69,943130
GAZP,60,240729,220000,130.68,131.07,130.31,130.85,1406250
GAZP,60,240729,230000,130.85,131.15,130.62,130.99,918210
GAZP,60,240730,100000,130.8,132.55,130.46,131.81,9808220
GAZP,60,240730,110000,131.81,132.71,131.4,131.7,4679380
GAZP,60,240730,120000,131.71,132.64,131.6,132.44,2713160
GAZP,60,240730,130000,132.45,133.2,132.38,132.77,5892940
GAZP,60,240730,140000,132.78,133.19,132.12,133.08,3014240
GAZP,60,240730,150000,133.08,134,133.07,133.93,4856200
GAZP,60,240730,160000,133.91,134.07,133.42,133.62,3482370
GAZP,60,240730,170000,133.6,133.97,133.22,133.83,4301040
GAZP,60,240730,180000,133.83,133.84,132.05,132.89,9272090
GAZP,60,240730,190000,132.61,132.99,132.51,132.82,1340680
GAZP,60,240730,200000,132.81,132.88,132.35,132.58,1261170
GAZP,60,240730,210000,132.57,132.62,132.16,132.33,817650
GAZP,60,240730,220000,132.33,132.5,132.16,132.29,612730
GAZP,60,240730,230000,132.28,132.55,132,132.4,1138270
GAZP,60,240731,100000,132.35,132.87,132.01,132.78,4812510
GAZP,60,240731,110000,132.77,134.49,132.74,134.24,9247390
GAZP,60,240731,120000,134.24,134.24,132.02,132.42,6889760
GAZP,60,240731,130000,132.41,133.21,132.41,132.71,3574580
GAZP,60,240731,140000,132.71,133.77,132.15,133.37,3997840
GAZP,60,240731,150000,133.35,134.3,133.2,133.53,4144570
GAZP,60,240731,160000,133.52,134.09,133.1,133.98,3090090
GAZP,60,240731,170000,133.99,134.22,133,133.41,4094220
GAZP,60,240731,180000,133.42,133.71,132.48,133.3,3450160
GAZP,60,240731,190000,133.4,133.63,132.8,132.85,1614720
GAZP,60,240731,200000,132.85,133.03,132.6,132.8,1464760
GAZP,60,240731,210000,132.8,133.29,132.78,133.26,675600
GAZP,60,240731,220000,133.26,133.5,133.13,133.45,627360
GAZP,60,240731,230000,133.43,133.69,133.27,133.31,641810
GAZP,60,240801,100000,133.48,134.35,132.98,133.81,5098690
GAZP,60,240801,110000,133.84,133.92,133.31,133.43,2234020
GAZP,60,240801,120000,133.42,133.64,133.15,133.27,1395490
GAZP,60,240801,130000,133.26,133.64,132.76,133.1,3167250
GAZP,60,240801,140000,133.07,133.4,132.73,133.05,2525180
GAZP,60,240801,150000,133.05,133.4,132.66,133.02,1601980
GAZP,60,240801,160000,133.05,133.5,133.02,133.37,1005390
GAZP,60,240801,170000,133.37,133.48,132.81,132.98,1015100
GAZP,60,240801,180000,132.96,132.97,132.41,132.48,2726820
GAZP,60,240801,190000,132.48,132.97,132.25,132.75,1600500
GAZP,60,240801,200000,132.71,132.77,132.17,132.35,1989680
GAZP,60,240801,210000,132.35,132.49,131.51,131.9,3599690
GAZP,60,240801,220000,131.9,132.29,131.75,132.16,873250
GAZP,60,240801,230000,132.16,132.21,131.83,132.05,748090
